building_name,address,square_feet,building_age,building_type,energy_consumption_kbtu
SEATTLE AUTOMOTIVE,2323 AIRPORT WAY S,41550,75,Other,642645.0
SEA-MAR COMMUNITY CARE CENTER (NURSING HOME),1040 S HENDERSON ST,49770,32,Other,5804784.0
CONCORD ELEMENTARY SCHOOL (SPS-DISTRICT),723 S CONCORD ST,64493,26,School,1989764.0
ST EDWARDS SCHOOL,4213 S ORCAS ST,42252,114,School,2203758.0
U-HAUL,6401 MARTIN LUTHER KING JR WAY S,23100,71,Warehouse,863703.0
GRACE APOSTOLIC CHURCH,6718 MARTIN LUTHER KING JR WAY S,22895,45,Other,440419.0
KING PLAZA II,6951 MARTIN LUTHER KING JR WAY S,54811,24,Retail,1267463.0
VALLEY COMMONS,8340 RAINIER AVE S,21640,64,Other,592221.0
ROSE STREET,8124 RAINIER AVE S,88043,16,Other,2468322.0
RAINIER VIEW ELEMENTARY SCHOOL (SPS-DISTRICT),11236 BEACON AVE S,41428,65,School,1404702.0
DAKOTA AT RAINIER COURT,3642 33RD AVE S,289471,21,Other,9367205.0
SEATTLE HOUSING AUTHORITY APTS,6341 5TH AVE NE,35577,43,Other,1026041.0
THE CLARKE,950 N 72ND ST,41474,17,Other,823032.0
MARCO APTS,9100 ROOSEVELT WAY NE,22045,56,Other,615328.0
MAPLE LEAF COURT,8620 23RD AVE NE,37091,36,Other,793061.0
MAPLE LEAF PLAZA APTS + RETAIL,8917 LAKE CITY WAY NE,65694,32,Other,1780130.0
MAPLE LEAF RESIDENCE,2020 NE 89TH ST,30110,36,Other,522791.0
MINI WAREHOUSE/WAREHOUSE,8908 LAKE CITY WAY NE,48179,20,Warehouse,797170.0
RAVENNA HOUSE APTS,9428 RAVENNA AVE NE,25300,56,Other,646505.0
1024-1048 6th Ave S,1036 6TH AVE S,52325,89,Other,808968.0
KING COUNTY METRO TRANSIT ATLANTIC-CENTRAL BASE-CAMPUS,1200 6TH AVE S,230971,35,Other,21022288.0
646 S HOLGATE ST,646 S HOLGATE ST,25880,82,Retail,162960.0
TERRENO 6th AVE,2200 6TH AVE S,45842,66,Other,819355.0
THERMAL SUPPLY,717 S LANDER ST,31365,54,Other,652992.0
CANAL BOILER WORKS,2702 6TH AVE S,32100,116,Other,758009.0
INGERSOLL - RAND 1,2724 6TH AVE S,20520,60,Other,1167888.0
2752 6TH AVE S,2752 6TH AVE S,22972,81,Other,495481.0
BRU-PREP,2922 6TH AVE S,24000,75,Retail,1318947.0
SPEAR BUILDING,4005 6TH AVE S,99931,63,Other,3626432.0
FLEET PRIDE,600 S DAKOTA ST,24354,60,Warehouse,735908.0
STUSSER ELECTRIC CO,660 S ANDOVER ST,33600,67,Warehouse,847419.0
650 S Industrial Way Building,650 S INDUSTRIAL WAY,23296,59,Other,1429856.0
PARTS & SERVICE - PETERBILT,3707 AIRPORT WAY S,35222,72,Other,1758135.0
820 SOUTH ADAMS BUILDING,820 S ADAMS ST,25520,69,Other,1610795.0
SOUTH TERRACE CONDOMINIUM,1515 12TH AVE S,28176,43,Other,648635.0
PROVIDENCE PETER CLAVER HOUSE,7101 38TH AVE S,59846,25,Other,1986556.0
INDEPENDENT LIVING-ESPERANZA BLD,6940 37TH AVE S,66363,25,Other,2168702.0
PARK PLACE ASSISTED LIVING APTS,6900 37TH AVE S,121635,25,Other,7308538.0
HOLLY TERRACE CONDOMINIUM,2550 THORNDYKE AVE W,22207,57,Other,628543.0
SEWARD PARK APTS,4911 S ROSE ST,20645,73,Other,767643.0
CASCADE VIEW APARTMENTS,3506 NE 95TH ST,20278,58,Other,498649.0
HOMBORNESS CONDOMINIUM,321 BOYLSTON AVE E,20832,101,Other,1633141.0
LONGFELLOW CREEK,5915 DELRIDGE WAY SW,67313,33,Other,2557934.0
CROFT PLACE,6701 21ST AVE SW,25951,21,Other,850616.0
WILLOW COURT APARTMENTS,6901 DELRIDGE WAY SW,85695,39,Other,2251888.0
LAM-BOWS APTS (demolished - new building ID#24163),6935 DELRIDGE WAY SW,46986,56,Other,1433399.0
SANISLO ELEMENTARY SCHOOL (SPS-DISTRICT),1812 SW MYRTLE ST,41526,56,School,1814947.0
BERGAN PLACE,101 N 104TH ST,41332,39,Other,941257.0
LEILANI 2,124 N 103RD ST,47038,36,Other,1142597.0
Willow Creek (Buildings 1 & 2),9700 LAKE CITY WAY NE,24291,52,Office,920431.0
LES SCHWAB TIRES,9801 LAKE CITY WAY NE,20738,68,Retail,526753.0
NORTHGATE VIEW APTS,9818 5TH AVE NE,27344,36,Other,806370.0
LOFT WORKSHOPS,10015 LAKE CITY WAY NE,30948,26,Other,919746.0
NORTHBROOK PLACE,10215 LAKE CITY WAY NE,63670,35,Other,2100814.0
PACIFIC MEDICAL CENTER,10416 5TH AVE NE,28385,40,Office,2654316.0
THORNTON CREEK APTS,512 NE 103RD ST,64195,37,Other,1532390.0
MAPLELEAF VIEW CONDOMINIUM,8800 ROOSEVELT WAY NE,22935,34,Other,493970.0
ESSEX,1601 13TH AVE,84389,12,Other,2526375.0
WASHINGTON IRVING APTS,1305 E HOWELL ST,30920,103,Other,1166070.0
WAREHOUSE,3440 6TH AVE S,21755,48,Other,844077.0
ED WYSE BLDG,3701 7TH AVE S,24305,43,Office,1139981.0
CLEAR CHANNEL,3601 6TH AVE S,28800,64,Office,2107744.0
COMMERCIAL PLASTICS,3414 4TH AVE S,39600,74,Other,405050.0
SB WAREHOUSE,3434 4TH AVE S,39600,74,Other,468397.0
2900 (RIVER WEST),2900 4TH AVE S,41248,89,Warehouse,1108311.0
OLD PACIFIC INDUSTRIAL SUPPLY,2960 4TH AVE S,36400,17,Other,1567747.0
MONTRIDGE ARMS,9000 20TH AVE SW,35448,58,Other,819804.0
CENTURYLINK: WEST CO,4415 CALIFORNIA AVE SW,31332,106,Other,3573328.0
THE DEERING APARTMENTS,4321 SW GENESEE ST,23596,57,Other,501898.0
WEST SIDE PRESBYTERIAN CHURCH,3601 CALIFORNIA AVE SW,35864,78,Other,1228114.0
TERRACE VIEW,3705 CALIFORNIA AVE SW,42048,30,Other,901015.0
SPINNAKER BAY CONDOMINIUM,9468 RAINIER AVE S,71000,59,Other,1041653.0
SPINNAKER CONDOMINIUM,1100 S ATLANTIC ST,32922,57,Other,776237.0
ST GEORGE PARISH,5306 13TH AVE S,20484,72,Other,822637.0
SPRINGBROOK BLDG,4540 SAND POINT WAY NE,45264,42,Office,1849331.0
SPRINGBROOK BLDG LLC 4540,4500 SAND POINT WAY NE,36932,39,Office,2824097.0
SPRING CREEK CONDOMINIUM,12341 35TH AVE NE,20808,46,Other,535650.0
SEATTLE MEDICAL POST ACUTE CARE,555 16TH AVE,45082,53,Other,4262316.0
PHINNEY RIDGE LUTHERAN CHURCH,7502 GREENWOOD AVE N,41600,75,Other,1195165.0
HILLSBOROUGH CONDOMINIUM,740 BELLEVUE AVE E,61745,45,Other,1210798.0
THE HART FORD,1820 EASTLAKE AVE E,34110,66,Office,2563986.0
LAKE UNION TERRACE,210 E BLAINE ST,56649,32,Other,871805.0
1800 EASTLAKE APARTMENTS,1800 EASTLAKE AVE E,43969,27,Other,754098.0
HJARTA CONDOMINIUMS,1530 NW MARKET ST,128571,19,Other,3010890.0
HAMM BLDG MIXED USE/OFFICE RETAIL APTS,4302 SW ALASKA ST,21239,101,Other,454124.0
CARITAS COURT RETAIL & APTS,4415 SW OREGON ST,26843,29,Other,607817.0
OLYMPIC VIEW,4517 GLENN WAY SW,26280,57,Other,816511.0
HOLDEN MANOR CONDOMINIUM,3501 SW HOLDEN ST,26970,46,Other,676033.0
PANTAGES APTS,803 E DENNY WAY,46225,21,Other,1640591.0
RANDOLPH APTS,1833 13TH AVE,34040,98,Other,1019487.0
4TH & FOREST,2760 4TH AVE S,23750,56,Other,522972.0
PLATT ELECTRIC SUPPLY,2757 6TH AVE S,43390,56,Other,533743.0
2233 6TH AVE S BLDG,2233 6TH AVE S,35400,67,Other,419979.0
STONEWAY ELECTRIC SUPPLY,1924 4TH AVE S,28144,60,Warehouse,858701.0
1964 4TH AVE S,1964 4TH AVE S,71283,110,Other,2491238.0
1760 4TH AVE S,1760 4TH AVE S,23792,37,Other,2852103.0
WA STATE DEPT OF CORRECTIONS,1550 4TH AVE S,47368,47,Office,1042653.0
PCF1XX/RE-PC/BRINKS,1563 6TH AVE S,46183,95,Other,1890502.0
JEFFERSON BUILDING,1401 E JEFFERSON ST,72613,42,Office,2602214.0
JEFFERSON COURT APARTMENTS,1717 E JEFFERSON ST,20931,64,Other,1433504.0
HAWTHORNE ELEMENTARY SCHOOL (SPS-DISTRICT),4100 39TH AVE S,51672,37,School,1436510.0
SE Seattle Community Health Center,4400 37TH AVE S,38352,36,Office,2108862.0
4420 OREGON PLACE,4420 36TH AVE S,21300,60,Other,588970.0
RAINIER COMMUNITY CENTER,4630 38TH AVE S,28425,31,Other,2133798.0
JEFFERSON COURT,10301 GREENWOOD AVE N,70094,39,Other,1400054.0
THE WILLOWS COURT APTS,12316 28TH AVE NE,134490,39,Other,2712984.0
BALDWIN APTS,12040 28TH AVE NE,36172,50,Other,716941.0
SEATTLE MINI COOPER CAR DEALERSHIP,11550 LAKE CITY WAY NE,35115,17,Other,1922953.0
MICHELE APTS,940 N 98TH ST,38100,41,Other,1054581.0
Aurora Improvements (COMBINED),9401 AURORA AVE N,66704,54,Other,600517.0
SEATTLE CITY LIGHT TECHNICAL METERING OPERATIONS,1133 N 100TH ST,25658,57,Other,1054671.0
HALMAR APTS,103 13TH AVE E,23490,118,Other,1652833.0
HEIGHTS ON CAPITOL HILL,133 BROADWAY E,131050,20,Other,3129057.0
LASALLE APTS,105 HARVARD AVE E,40800,98,Other,2288635.0
RAMAYANA APTS,119 HARVARD AVE E,39226,61,Other,911089.0
10TH AVE BLDG,1423 10TH AVE,36000,119,Office,1046188.0
WINSTON APARTMENTS (APTS&SUNDANCE TAVERN),1023 E PIKE ST,23469,121,Other,1559453.0
UNION ART COOPERATIVE,1100 E UNION ST,30633,110,Other,1666762.0
ALFA ROMEO AUTO SHOWROOM,1401 12TH AVE,36000,113,Other,1162163.0
LOFT BUILDING,1512 11TH AVE,43200,111,Other,1929852.0
TURNER CONSTRUCTION,830 4TH AVE S,53840,113,Office,2912455.0
OUTDOOR EMPORIUM,1701 4TH AVE S,43794,51,Retail,1164538.0
OLD PIPE BUILDING,3223 3RD AVE S,48280,58,Other,2701834.0
SEATTLE TEXTILE CO,3434 2ND AVE S,36040,72,Warehouse,363808.0
SAFEWAY STORE # 423,7340 35TH AVE NE,32822,61,Retail,8839812.0
TERRACE VIEW BLDG #8,3601 NE 73RD PL,20144,65,Other,677642.0
VIEW RIDGE (SPS-DISTRICT),7047 50TH AVE NE,64314,78,School,2936336.0
MESSIAH LUTHERAN CHURCH,7050 35TH AVE NE,20385,76,Other,809292.0
SAND POINT COMMUNITY CHURCH,4710 NE 70TH ST,24295,80,Other,216115.0
HAWTHORNE HILLS PROF CENTER,4026 NE 55TH ST,20317,59,Office,620994.0
RONALD MCDONALD HOUSE C,5000 40TH AVE NE,20979,42,Other,587776.0
RONALD MCDONALD HOUSE A,5130 40TH AVE NE,81477,22,Other,3579009.0
METROPOLITAN MARKET,5250 40TH AVE NE,24377,53,Retail,9851260.0
WESTRIDGE PARK APARTMENTS (7701),7701 DELRIDGE WAY SW,95865,36,Other,2711670.0
WESTHAVEN APTS,2201 SW HOLDEN ST,155600,39,Other,5672838.0
2429 SW HOLDEN ST APTS,2429 SW HOLDEN ST,32405,17,Other,1035593.0
OAK TREE CINEMAS (OAK TREE PLAZA),10006 AURORA AVE N,33392,40,Other,2786649.0
HARRISON COURT CONDOMINIUM,130 NE 95TH ST,54304,36,Other,1574751.0
HARWOOD CONDOMINIUM,1311 12TH AVE S,114030,41,Other,3838807.0
HAYES COURT CONDOMINIUM,769 HAYES ST,44839,37,Other,1211947.0
KENYON BUSINESS PARK (BLDG D),121 S KENYON ST,32000,60,Other,2186148.0
KENYON BUSINESS PARK (BLDG B),121 S KENYON ST,44000,56,Other,4302456.0
KENYON BUSINESS PARK (BLDG A),121 S KENYON ST,36000,53,Other,2771820.0
CLOVERDALE BUSINESS PARK (BLDG A),309 S CLOVERDALE ST,31360,47,Other,1356972.0
CLOVERDALE BUSINESS PARK (BLDG B),309 S CLOVERDALE ST,33320,47,Other,2339234.0
CLOVERDALE BUSINESS PARK (BLDG C),309 S CLOVERDALE ST,48020,47,Other,2373568.0
CLOVERDALE BUSINESS PARK (BLDG E),309 S CLOVERDALE ST,27420,47,Other,1176342.0
POINTE AT FIRST HILL CONDOMINIUM,300 10TH AVE,48972,36,Other,1604063.0
POINT SHILSHOLE CONDOMINIUM,6301 SEAVIEW AVE NW,37642,44,Other,2114860.0
POMEROY CONDOMINIUM,2319 1ST AVE,87925,27,Other,4051926.0
PONTEDERA CONDOMINIUMS,827 HIAWATHA PL S,105903,17,Other,3644085.0
OUR LADY OF THE LAKE SCHOOL + GYM,3520 NE 89TH ST,43645,77,School,2053956.0
JASPER APARTMENTS,8606 35TH AVE NE,109623,14,Other,3017709.0
CAIRNS APARTMENTS,422 YALE AVE N,136998,21,Other,3048426.0
GRANDVIEW APTS,409 EASTLAKE AVE E,26772,119,Other,716072.0
ERAWAN APTS,421 BELLEVUE AVE E,37417,59,Other,851585.0
SODO PARK BUILDING,3200 1ST AVE S,27760,110,Other,2833624.0
SODO DELI / BODY ZONE,3228 1ST AVE S,20975,89,Other,347438.0
GORLICK'S DIST CTR,2944 1ST AVE S,26075,108,Other,1608509.0
LANDER STATION BUSINESS PARK,2730 OCCIDENTAL AVE S,29394,34,Other,1486682.0
LANDER ARTIST'S LOFT,111 S LANDER ST,33000,121,Other,738983.0
A2ALLC (COLOR TILE),2710 1ST AVE S,20400,100,Other,438557.0
COLUMBIA PRINTING,2724 1ST AVE S,20460,100,Office,903542.0
E-Z MINI STORAGE (CUBESMART),2400 1ST AVE S,25821,101,Warehouse,209699.0
DISTRIBUTORS WAREHOUSING CO,2250 OCCIDENTAL AVE S,21870,71,Other,1074350.0
NAVOS PSYCHIATRIC HOSPITAL,2600 SW HOLDEN ST,43615,56,Office,3133850.0
Navos Office,2600 SW HOLDEN ST,36879,56,Office,1144268.0
SOUTHWEST PRECINCT (SEATTLE POLICE),2300 SW WEBSTER ST,28531,24,Other,3494930.0
PUBLIC STORAGE,7133 DELRIDGE WAY SW,36600,44,Other,308400.0
WEST SEATTLE VENTURE LLC,3400 HARBOR AVE SW,35176,22,Other,1011965.0
CALIFORNIA PLACE,2735 CALIFORNIA AVE SW,33084,36,Other,1213444.0
SAKAJAWEA ELEMENTARY (SPS-DISTRICT),9501 20TH AVE NE,36701,67,School,1564892.0
STONE VIEW COURT,11550 STONE AVE N,29130,26,Other,768480.0
BASTYR UNIVERSITY MEDICAL OFFICE BUILDING,3670 STONE WAY N,41293,86,Other,2839882.0
RAY APARTMENTS,3636 STONE WAY N,131034,11,Other,3973829.0
TRI-NORTH DEPARTMENT STORES,5000 1ST AVE S,48890,85,Other,2100216.0
OFFICE BUILDING,5030 1ST AVE S,43473,26,Office,4416910.0
INFINITY CONDOMINIUM,7114 GREENWOOD AVE N,24090,24,Other,758891.0
WESTWOOD VILLAGE - BUILDING E,2600 SW BARTON ST,40265,36,Retail,3740374.0
WESTWOOD VILLAGE - BUILDING F,2600 SW BARTON ST,26208,21,Retail,1608884.0
WESTWOOD HEIGHTS,9431 27TH AVE SW,100536,48,Other,4028076.0
ROXBURY VILLAGE,9409 27TH AVE SW,49501,26,Other,1728122.0
SOUTHWEST COMMUNITY CENTER,2801 SW THISTLE ST,27227,51,Other,8054334.0
CROWN HILL ELEMENTARY CENTER,9490 14TH AVE NW,42172,100,Other,3275779.0
BRATTAIN BUILDING,8501 GREENWOOD AVE N,38050,97,Other,4585966.0
GREENWOOD SHOPPING CENTER,100 N 85TH ST,51000,73,Retail,1298040.0
ST INGBERT APTS,309 E HARRISON ST,38041,98,Other,1437780.0
CARROLL AND KENSINGTON APTS,305 BELLEVUE AVE E,74516,118,Other,1645748.0
JOEY RAY APT,331 BELLEVUE AVE E,32292,103,Other,1003177.0
ROY VIEW APTS,615 BELLEVUE AVE E,45552,102,Other,1313651.0
MELROSE TERRACE COOP,308 E REPUBLICAN ST,144995,65,Other,4287440.0
AVANTE APTS,525 BELLEVUE AVE E,22326,62,Other,567809.0
MARWOOD APTS,531 BELLEVUE AVE E,25800,99,Other,662096.0
RED-LION-APTS,328 BELLEVUE AVE E,29528,78,Other,1400708.0
HILLREE MANOR,401 E MERCER ST,27910,67,Other,862744.0
DUMAR APARTMENTS,520 BELLEVUE AVE E,23100,65,Other,572611.0
LORELEI APT,501 SUMMIT AVE E,37509,60,Other,2114053.0
SHOWBOX SODO,1700 1ST AVE S,20747,91,Other,1001964.0
BUDGET SALES,1534 1ST AVE S,40800,98,Other,817256.0
820 / OFC/WHSE BLDG,820 1ST AVE S,20150,106,Office,576174.0
F & O INC,1020 1ST AVE S,44775,117,Other,950696.0
HEARTWOOD/FOBES 558,558 1ST AVE S,32250,116,Office,796042.0
HEARTWOOD/FOBES 562,562 1ST AVE S,36000,117,Office,1682455.0
1251 1ST AVE S (Formerly GREAT FLOORS),1251 1ST AVE S,40967,88,Other,2502081.0
PACIFIC COMMERCIAL,85 S ATLANTIC ST,24430,89,Other,1232823.0
1701 1ST AVE S,1701 1ST AVE S,27690,116,Other,16809.0
GUARDIAN SECURITY SYSTEMS,1743 1ST AVE S,22580,99,Office,928585.0
STRATA APTS,6312 CALIFORNIA AVE SW,54871,39,Other,1418916.0
CURTAIN MFG- inactive demolished,104 12TH AVE,20000,100,Other,743528.0
LAURELTON APTS,1820 16TH AVE,22553,98,Other,746858.0
HILLCREST APTS,1616 E HOWELL ST,27504,117,Other,1104368.0
FRED LIND MANOR,1802 17TH AVE,63998,38,Other,3896148.0
ROXBOROUGH APTS (BLDG 1 +2 Combined),1720 E DENNY WAY,38133,106,Other,710825.0
SUMMIT AT MADISON PARK APARTMENTS,2201 E MADISON ST,436074,22,Other,8555790.0
WAREHOUSE,1120 12TH AVE,24248,64,Warehouse,111970.0
LUXE AT MERIDIAN APTS,10306 MERIDIAN AVE N,127230,56,Other,3699690.0
LA ROMARR APT'S,10014 5TH AVE NE,20132,59,Other,662701.0
ALJOYA THORNTON PLACE,10001 5TH AVE NE,244500,17,Other,11019641.0
HERITAGE PLACE CONDOMINIUM,12027 15TH AVE NE,33034,46,Other,644122.0
HIDDEN CREEK VILLAGE CONDOMINIUM,13751 32ND AVE NE,88096,47,Other,2721296.0
5055 Properties LLC- demolished,5055 E MARGINAL WAY S,24617,94,Other,106918.0
The Innovation Center (MCKINSTRY),210 S HUDSON ST,127065,17,Other,3245112.0
GRAINGER,4930 3RD AVE S,37247,62,Retail,1748644.0
BELLA VISTA,400 E MERCER ST,38521,60,Other,885843.0
DAKAR APARTMENTS,520 SUMMIT AVE E,23968,63,Other,602313.0
SAHALI CONDOMINIUM,400 MELROSE AVE E,51568,59,Other,1578270.0
ST HENRY HOUSE CONDOMINIUM,1111 10TH AVE E,21312,40,Other,421742.0
JG CROWN HILL LLC,8700 15TH AVE NW,25384,33,Retail,3027868.0
1943 FIRST AVE BUILDING,1943 1ST AVE S,49052,116,Office,1441446.0
MILLWORK SUPPLY CO,2225 1ST AVE S,26280,126,Other,586589.0
SODO COMMERCE BUILDING,66 S HANFORD ST,39036,89,Office,1528296.0
K.R. TRIGGER BLDG,3201 1ST AVE S,26310,103,Office,771513.0
SUMMIT ON CALIFORNIA CONDOMINIUM,4409 CALIFORNIA AVE SW,20078,30,Other,952316.0
SUN PLAZA CONDOMINIUM,4722 12TH AVE NE,29866,26,Other,618876.0
KINGWAY APTS,5952 37TH AVE S,191330,62,Other,6069855.0
EMPIRE CENTER,6032 MARTIN LUTHER KING JR WAY S,37883,60,Retail,12434593.0
SPENCER APTS,6112 RAINIER AVE S,46720,57,Other,899817.0
SUNRISE AT THE LAKE,13426 GREENWOOD AVE N,29063,41,Other,860506.0
OUR LADY OF GUADALUPE SCHOOL,3401 SW MYRTLE ST,29874,64,School,1274050.0
MAGNOLIA COURT APTS,2520 32ND AVE W,22252,78,Other,410433.0
JESUS CHRIST LATTER DAY SAINTS,2401 31ST AVE W,20140,61,Other,992795.0
GREENWOOD SELF SERVICE STORAGE,10113 GREENWOOD AVE N,71874,36,Warehouse,1242812.0
IV WEST,530 4TH AVE W,52020,23,Other,1363297.0
JACKSON COURT CONDOMINIUM,530 MELROSE AVE E,39750,35,Other,1423463.0
RCC,100 23RD AVE S,39953,55,Office,1508562.0
Monica's Village Place 1,140 23RD AVE S,157724,16,Other,2025301.0
CANNON HOUSE RETIREMENT & ASSISTED LIVING (SEA MAR),113 23RD AVE S,94370,25,Other,4089678.0
PROMENADE NORTH 1,306 23RD AVE S,21200,28,Retail,1676426.0
PROMENADE SOUTH 1,2309 S JACKSON ST,30630,46,Retail,6058494.0
PROMENADE SOUTH 2,2309 S JACKSON ST,23421,46,Retail,1896626.0
JADE MOUNTAIN CONDOMINIUM,9057 GREENWOOD AVE N,30386,20,Other,723482.0
ROOSEVELT APARTMENTS,6700 ROOSEVELT WAY NE,109982,38,Other,1920352.0
SALMON BAY K-8 (SPS-DISTRICT),1810 NW 65TH ST,117116,95,School,5722326.0
FIRST LUTHERAN CHURCH OF BALLARD,2006 NW 65TH ST,24120,98,Other,893053.0
TRINITY CHURCH SEATTLE,6512 23RD AVE NW,35736,97,Other,1148202.0
BALLARD HEIGHTS APTS,6500 24TH AVE NW,46686,38,Other,876570.0
SAN VILLA CONDOMINIUM,9520 1ST AVE NE,20261,31,Other,488992.0
A O SMITH CORP (includes #24845)- DEMOLISHED,60 S SPOKANE ST,51050,85,Other,1206166.0
BARGREEN-ELLINGSON INC (OLD KLINEBURGER),3627 1ST AVE S,21900,72,Retail,1302193.0
CENTURYLINK: COIN OFFICE,811 S MASSACHUSETTS ST,25460,74,Other,834712.0
HANFORD CNTR,25 S HANFORD ST,35310,74,Other,1331470.0
SUNRAY APTS,4207 PHINNEY AVE N,23420,60,Other,421389.0
SUNSET WEST PHASE II CONDOMINIUM,6533 SEAVIEW AVE NW,239054,58,Other,12213423.0
SUTTON PLACE CONDOMINIUM,1221 MINOR AVE,101706,66,Other,6714540.0
CENTURYLINK: DUWAMISH MAIN,7000 E MARGINAL WAY S,36140,64,Other,4653535.0
DING HOW SHOPPING CENTER,1207 S JACKSON ST,47963,35,Other,8163413.0
WAREHOUSE,1000 S WELLER ST,23903,96,Other,415365.0
ECONO MINI,6920 ROOSEVELT WAY NE,22522,79,Warehouse,561474.0
ROOSEVELT SELF STORAGE,6902 ROOSEVELT WAY NE,38959,30,Warehouse,905750.0
PENN HALL APTS (HUD Qualified),1907 E JOHN ST,27840,100,Other,2253648.0
HONEYSUCKLE APTS,202 19TH AVE E,20739,48,Other,816300.0
1801 RAINIER AVE S (ID25025) - DEMOLISHED,1801 RAINIER AVE S,25955,98,Other,1218112.0
JEFFERSON PK APTS,1756 S SPOKANE ST,25120,101,Other,586359.0
BEACON TOWER APTS,1311 S MASSACHUSETTS ST,73898,55,Other,3221754.0
EAGLE RIDGE PLAZA,5333 15TH AVE S,36383,25,Other,960988.0
SANDPOINTER CONDOMINIUM,6301 SAND POINT WAY NE,136752,54,Other,3466465.0
SANDPIPER THE CONDOMINIUM,7501 SAND POINT WAY NE,120701,49,Other,2924362.0
SAPPHIRE CONDOMINIUM,424 N 85TH ST,54238,20,Other,1375979.0
SAUSALITO CONDOMINIUM,3015 SW AVALON WAY,41310,24,Other,958243.0
4730 CALIFORNIA APARTMENTS,4730 CALIFORNIA AVE SW,113204,12,Other,3258820.0
MURAL APARTMENTS,4727 42ND AVE SW,156605,18,Other,3416629.0
CITY WATCH APTS,4718 41ST AVE SW,163699,35,Other,4116369.0
O'DEA HIGH SCHOOL,802 TERRY AVE,46100,103,School,2177065.0
MELROSE EAST CONDOMINIUM,150 MELROSE AVE E,51910,48,Other,1702422.0
MERCER PLACE CONDOMINIUM,522 W MERCER PL,20506,39,Other,541452.0
MERCER WEST CONDOMINIUM,415 W MERCER ST,52334,63,Other,1201781.0
ALOHA HOUSE APARTMENTS,100 ALOHA ST,48423,63,Other,983181.0
NorthLink Apartments (North Building),11244 GREENWOOD AVE N,30200,40,Other,730211.0
NorthLink Apartments (South Building),11222 GREENWOOD AVE N,28190,27,Other,577034.0
BETHEL PRESBYTERIAN CHURCH,11010 GREENWOOD AVE N,21936,75,Other,608755.0
HEALTH CLUB,12001 31ST AVE NE,25406,66,Other,2442220.0
LAKEVIEW PLACE,1004 BELMONT AVE E,30517,60,Other,645452.0
VILLA COSTELLA CONDOMINIUM,348 W OLYMPIC PL,25368,97,Other,871503.0
THE PARK AT NORTHGATE APARTMENTS,10735 ROOSEVELT WAY NE,151450,59,Other,4321142.0
NORTHGATE MANOR APARTMENTS,818 NE 106TH ST,37760,48,Other,1004660.0
VILLAGE SQUARE CONDOMINIUM,9000 25TH AVE SW,64618,47,Other,1495686.0
KLEE CONDOMINIUM,2701 WESTERN AVE,162865,25,Other,6320060.0
WINCHESTER APTS,11737 GREENWOOD AVE N,37580,37,Other,1115504.0
GREENWOOD VISTA,11539 GREENWOOD AVE N,25914,59,Other,745575.0
EJ&J,4714 RAINIER AVE S,23250,59,Office,904236.0
GENESEE PARK APTS,3801 S ALASKA ST,42090,59,Other,1517410.0
LA TERRAZZA CONDOMINIUM,4343 ROOSEVELT WAY NE,71421,30,Other,2372996.0
McKinstry SEA - 4800 Denver Warehouse,4800 DENVER AVE S,30000,66,Other,2794837.0
SDOT Traffic Shop,4200 AIRPORT WAY S,45036,64,Other,1791698.0
GARDEN TERRACE APTS,4830 FAUNTLEROY WAY SW,24664,40,Other,738877.0
QUINAULT APTS,524 BOYLSTON AVE E,34580,101,Other,2557182.0
CIRQUE APTS,621 HARVARD AVE E,27580,61,Other,866097.0
EAST MERCER APARTMENTS,700 E MERCER ST,40721,66,Other,1133029.0
SHEFFIELD APARTMENTS,605 BOYLSTON AVE E,41396,61,Other,1187500.0
VICEROY APTS,505 BOYLSTON AVE E,41241,96,Other,2396517.0
MARYLAND COOP APT,626 13TH AVE E,22532,116,Other,730893.0
CAPITOL PARK APTS,525 14TH AVE E,78199,55,Other,3893074.0
PARKHURST APTS,505 14TH AVE E,21407,98,Other,1051523.0
THE EDGE,500 13TH AVE E,63505,41,Other,1443368.0
CAPITOLA,431 14TH AVE E,35647,119,Other,2427920.0
THE DE SELM APTS,403 14TH AVE E,22284,100,Other,712057.0
HAMPTON COURT APARTMENTS,417 13TH AVE E,35656,116,Other,1333017.0
PARK MANOR APTS,535 13TH AVE E,42182,73,Other,2420606.0
WASHINGTON COURT,503 13TH AVE E,32288,39,Other,662685.0
OAK RIDGE CONDOMINIUM,6920 CALIFORNIA AVE SW,31488,39,Other,564614.0
SCHMITZ PARK ELEM SCHOOL (SPS-DISTRICT),5000 SW SPOKANE ST,39199,64,School,1968907.0
SOUND CREST APTS-24 UNITS,3515 SW OCEAN VIEW DR,31457,47,Other,538065.0
OLD COLONY CONDOMINIUM,615 BOREN AVE,43162,117,Other,1121700.0
OLIVE 8 (MIXED USE),737 OLIVE WAY,675497,17,Other,26416770.0
ALKI SANDS APT,2700 ALKI AVE SW,20790,63,Other,520349.0
COLLEGE STREET APTS,4301 SW COLLEGE ST,42312,38,Other,1186835.0
VERGE CONDOMINIUM,3213 HARBOR AVE SW,53919,22,Other,1177583.0
VERIDIAN COVE CONDOMINIUM,300 N 130TH ST,166858,38,Other,4135650.0
VERSAILLES CONDOMINIUM,210 BOYLSTON AVE E,27317,48,Other,810297.0
VERTIGO,705 E REPUBLICAN ST,28922,63,Other,1002869.0
